Time Stamp,Load
2023-01-01 00:00:00,1446.8785
2023-01-01 00:05:00,1460.6869
2023-01-01 00:10:00,1444.2151
2023-01-01 00:15:00,1428.9222
2023-01-01 00:20:00,1448.92
2023-01-01 00:25:00,1444.001
2023-01-01 00:30:00,1399.0089
2023-01-01 00:35:00,1444.9792
2023-01-01 00:40:00,1433.0138
2023-01-01 00:45:00,1424.6665
2023-01-01 00:50:00,1403.6145
2023-01-01 00:55:00,1424.033
2023-01-01 01:00:00,1421.6245
2023-01-01 01:05:00,1415.9088
2023-01-01 01:10:00,1409.3163
2023-01-01 01:15:00,1390.616
2023-01-01 01:20:00,1402.3726
2023-01-01 01:25:00,1381.7505
2023-01-01 01:30:00,1389.8442
2023-01-01 01:35:00,1395.281
2023-01-01 01:40:00,1387.1085
2023-01-01 01:45:00,1386.5656
2023-01-01 01:50:00,1394.3997
2023-01-01 01:55:00,1397.8436
2023-01-01 02:00:00,1396.3673
2023-01-01 02:05:00,1398.1252
2023-01-01 02:10:00,1365.7922
2023-01-01 02:15:00,1366.3179
2023-01-01 02:20:00,1355.4255
2023-01-01 02:25:00,1387.2847
2023-01-01 02:30:00,1362.9347
2023-01-01 02:35:00,1374.3844
2023-01-01 02:40:00,1374.1398
2023-01-01 02:45:00,1369.4825
2023-01-01 02:50:00,1341.7235
2023-01-01 02:55:00,1355.6993
2023-01-01 03:00:00,1370.1832
2023-01-01 03:05:00,1356.9336
2023-01-01 03:10:00,1373.1106
2023-01-01 03:15:00,1347.1312
2023-01-01 03:20:00,1371.047
2023-01-01 03:25:00,1360.7534
2023-01-01 03:30:00,1344.5358
2023-01-01 03:35:00,1368.5369
2023-01-01 03:40:00,1342.3744
2023-01-01 03:45:00,1355.3983
2023-01-01 03:50:00,1352.6674
2023-01-01 03:55:00,1346.9147
2023-01-01 04:00:00,1362.5906
2023-01-01 04:05:00,1348.3054
2023-01-01 04:10:00,1348.5923
2023-01-01 04:15:00,1356.4803
2023-01-01 04:20:00,1371.868
2023-01-01 04:25:00,1360.6073
2023-01-01 04:30:00,1345.2751
2023-01-01 04:35:00,1352.3113
2023-01-01 04:40:00,1360.1781
2023-01-01 04:45:00,1345.3748
2023-01-01 04:50:00,1355.5146
2023-01-01 04:55:00,1359.022
