Time Stamp,Load
2023-01-01 00:00:00,682.9936
2023-01-01 00:05:00,676.8676
2023-01-01 00:10:00,679.1583
2023-01-01 00:15:00,682.0966
2023-01-01 00:20:00,667.1411
2023-01-01 00:25:00,672.1833
2023-01-01 00:30:00,670.0716
2023-01-01 00:35:00,695.3021
2023-01-01 00:40:00,658.8123
2023-01-01 00:45:00,664.1455
2023-01-01 00:50:00,655.7457
2023-01-01 00:55:00,668.933
2023-01-01 01:00:00,646.9335
2023-01-01 01:05:00,669.4756
2023-01-01 01:10:00,674.4217
2023-01-01 01:15:00,657.8984
2023-01-01 01:20:00,673.8329
2023-01-01 01:25:00,648.7573
2023-01-01 01:30:00,649.3216
2023-01-01 01:35:00,657.5868
2023-01-01 01:40:00,652.4102
2023-01-01 01:45:00,656.1169
2023-01-01 01:50:00,646.4085
2023-01-01 01:55:00,667.5601
2023-01-01 02:00:00,652.1269
2023-01-01 02:05:00,641.4153
2023-01-01 02:10:00,646.5491
2023-01-01 02:15:00,654.7956
2023-01-01 02:20:00,644.7673
2023-01-01 02:25:00,636.9096
2023-01-01 02:30:00,644.8634
2023-01-01 02:35:00,641.2083
2023-01-01 02:40:00,646.5172
2023-01-01 02:45:00,625.7214
2023-01-01 02:50:00,632.6348
2023-01-01 02:55:00,637.9435
2023-01-01 03:00:00,637.4076
2023-01-01 03:05:00,625.8034
2023-01-01 03:10:00,643.4244
2023-01-01 03:15:00,634.3732
2023-01-01 03:20:00,638.0584
2023-01-01 03:25:00,632.0245
2023-01-01 03:30:00,636.9641
2023-01-01 03:35:00,632.7197
2023-01-01 03:40:00,620.2554
2023-01-01 03:45:00,622.8348
2023-01-01 03:50:00,641.8745
2023-01-01 03:55:00,634.5648
2023-01-01 04:00:00,648.9756
2023-01-01 04:05:00,634.5277
2023-01-01 04:10:00,639.8176
2023-01-01 04:15:00,619.957
2023-01-01 04:20:00,633.5425
2023-01-01 04:25:00,638.3792
2023-01-01 04:30:00,638.6437
2023-01-01 04:35:00,629.6877
2023-01-01 04:40:00,636.9587
2023-01-01 04:45:00,645.4572
2023-01-01 04:50:00,640.2656
2023-01-01 04:55:00,641.5964
2023-01-01 05:00:00,656.7431
2023-01-01 05:05:00,657.5568
2023-01-01 05:10:00,650.1706
2023-01-01 05:15:00,645.2106
2023-01-01 05:20:00,651.5153
2023-01-01 05:25:00,642.4214
2023-01-01 05:30:00,647.0945
2023-01-01 05:35:00,656.4527
2023-01-01 05:40:00,649.4446
2023-01-01 05:45:00,643.3671
2023-01-01 05:50:00,660.2534
2023-01-01 05:55:00,657.3009
2023-01-01 06:00:00,672.4713
2023-01-01 06:05:00,659.6622
2023-01-01 06:10:00,649.0485
2023-01-01 06:15:00,673.4468
2023-01-01 06:20:00,675.6398
2023-01-01 06:25:00,689.9686
2023-01-01 06:30:00,693.3217
2023-01-01 06:35:00,696.6737
2023-01-01 06:40:00,676.9089
2023-01-01 06:45:00,681.535
2023-01-01 06:50:00,685.334
2023-01-01 06:55:00,695.0112
2023-01-01 07:00:00,684.7688
2023-01-01 07:05:00,699.1046
2023-01-01 07:10:00,703.8308
2023-01-01 07:15:00,705.6205
2023-01-01 07:20:00,699.2901
2023-01-01 07:25:00,726.2145
2023-01-01 07:30:00,728.8117
2023-01-01 07:35:00,732.127
2023-01-01 07:40:00,722.7041
2023-01-01 07:45:00,728.3704
2023-01-01 07:50:00,733.5729
2023-01-01 07:55:00,739.2647
2023-01-01 08:00:00,735.266
2023-01-01 08:05:00,739.9935
2023-01-01 08:10:00,740.9202
2023-01-01 08:15:00,747.2711
2023-01-01 08:20:00,761.1227
2023-01-01 08:25:00,766.0825
2023-01-01 08:30:00,768.5217
2023-01-01 08:35:00,779.9995
2023-01-01 08:40:00,780.4401
2023-01-01 08:45:00,763.6492
2023-01-01 08:50:00,766.015
2023-01-01 08:55:00,778.2766
2023-01-01 09:00:00,775.3522
2023-01-01 09:05:00,778.0172
2023-01-01 09:10:00,770.1966
2023-01-01 09:15:00,788.364
2023-01-01 09:20:00,782.3392
2023-01-01 09:25:00,785.1653
2023-01-01 09:30:00,781.5004
2023-01-01 09:35:00,786.67
2023-01-01 09:40:00,779.3248
2023-01-01 09:45:00,765.295
2023-01-01 09:50:00,779.7902
2023-01-01 09:55:00,774.2728
2023-01-01 10:00:00,792.6337
2023-01-01 10:05:00,796.4872
2023-01-01 10:10:00,783.0056
2023-01-01 10:15:00,783.4999
2023-01-01 10:20:00,786.0142
2023-01-01 10:25:00,787.4078
2023-01-01 10:30:00,789.4439
2023-01-01 10:35:00,782.4792
2023-01-01 10:40:00,789.0863
2023-01-01 10:45:00,791.2017
2023-01-01 10:50:00,789.303
2023-01-01 10:55:00,764.2464
2023-01-01 11:00:00,774.3221
2023-01-01 11:05:00,769.8223
2023-01-01 11:10:00,788.8378
2023-01-01 11:15:00,785.9517
2023-01-01 11:20:00,777.8992
2023-01-01 11:25:00,765.9704
2023-01-01 11:30:00,788.7142
2023-01-01 11:35:00,798.2661
2023-01-01 11:40:00,790.066
2023-01-01 11:45:00,788.3934
2023-01-01 11:50:00,793.9712
2023-01-01 11:55:00,782.511
2023-01-01 12:00:00,777.5216
2023-01-01 12:05:00,766.2938
2023-01-01 12:10:00,773.9674
2023-01-01 12:15:00,773.4572
2023-01-01 12:20:00,763.3573
2023-01-01 12:25:00,781.9663
2023-01-01 12:30:00,757.5822
2023-01-01 12:35:00,756.8731
2023-01-01 12:40:00,778.0494
2023-01-01 12:45:00,779.2816
2023-01-01 12:50:00,765.0266
2023-01-01 12:55:00,758.2765
2023-01-01 13:00:00,749.2732
2023-01-01 13:05:00,766.598
2023-01-01 13:10:00,758.875
2023-01-01 13:15:00,773.5382
2023-01-01 13:20:00,775.6353
2023-01-01 13:25:00,780.6824
2023-01-01 13:30:00,772.4976
2023-01-01 13:35:00,789.0574
2023-01-01 13:40:00,793.3523
2023-01-01 13:45:00,797.8315
2023-01-01 13:50:00,788.6191
2023-01-01 13:55:00,800.6699
2023-01-01 14:00:00,783.3523
2023-01-01 14:05:00,797.1375
2023-01-01 14:10:00,807.0198
2023-01-01 14:15:00,791.8303
2023-01-01 14:20:00,785.5466
2023-01-01 14:25:00,796.9562
2023-01-01 14:30:00,808.5293
2023-01-01 14:35:00,776.0479
2023-01-01 14:40:00,782.0713
2023-01-01 14:45:00,802.7304
2023-01-01 14:50:00,797.3424
2023-01-01 14:55:00,780.3949
2023-01-01 15:00:00,813.5963
2023-01-01 15:05:00,812.6905
2023-01-01 15:10:00,819.5309
2023-01-01 15:15:00,847.6954
2023-01-01 15:20:00,809.1708
2023-01-01 15:25:00,815.078
2023-01-01 15:30:00,819.0301
2023-01-01 15:35:00,807.2799
2023-01-01 15:40:00,818.0881
2023-01-01 15:45:00,838.527
2023-01-01 15:50:00,833.4725
2023-01-01 15:55:00,816.5147
2023-01-01 16:00:00,823.619
2023-01-01 16:05:00,830.3752
2023-01-01 16:10:00,843.5004
2023-01-01 16:15:00,850.3325
2023-01-01 16:20:00,870.7683
2023-01-01 16:25:00,860.0923
2023-01-01 16:30:00,883.9722
2023-01-01 16:35:00,869.363
2023-01-01 16:40:00,879.432
2023-01-01 16:45:00,893.2538
2023-01-01 16:50:00,881.2714
2023-01-01 16:55:00,904.5386
2023-01-01 17:00:00,902.522
2023-01-01 17:05:00,912.1712
2023-01-01 17:10:00,921.4874
2023-01-01 17:15:00,939.9616
2023-01-01 17:20:00,933.3147
2023-01-01 17:25:00,928.2245
2023-01-01 17:30:00,938.3488
2023-01-01 17:35:00,932.6885
2023-01-01 17:40:00,952.2807
2023-01-01 17:45:00,924.5446
2023-01-01 17:50:00,933.4387
2023-01-01 17:55:00,936.3879
2023-01-01 18:00:00,930.2281
2023-01-01 18:05:00,928.3524
2023-01-01 18:10:00,922.1165
2023-01-01 18:15:00,933.0612
2023-01-01 18:20:00,908.0031
2023-01-01 18:25:00,915.9313
2023-01-01 18:30:00,925.8976
2023-01-01 18:35:00,908.8214
2023-01-01 18:40:00,914.6444
2023-01-01 18:45:00,932.8752
2023-01-01 18:50:00,928.5575
2023-01-01 18:55:00,898.6242
2023-01-01 19:00:00,908.7148
2023-01-01 19:05:00,910.5215
2023-01-01 19:10:00,911.0312
2023-01-01 19:15:00,894.4938
2023-01-01 19:20:00,909.0866
2023-01-01 19:25:00,901.9851
2023-01-01 19:30:00,905.2283
2023-01-01 19:35:00,901.6243
2023-01-01 19:40:00,892.437
2023-01-01 19:45:00,885.0959
2023-01-01 19:50:00,887.6243
2023-01-01 19:55:00,892.9225
2023-01-01 20:00:00,891.0927
2023-01-01 20:05:00,873.0899
2023-01-01 20:10:00,838.8374
2023-01-01 20:15:00,869.3248
2023-01-01 20:20:00,861.6085
2023-01-01 20:25:00,850.0356
2023-01-01 20:30:00,848.073
2023-01-01 20:35:00,831.4542
2023-01-01 20:40:00,850.5518
2023-01-01 20:45:00,854.0217
2023-01-01 20:50:00,847.1165
2023-01-01 20:55:00,840.518
2023-01-01 21:00:00,845.1662
2023-01-01 21:05:00,837.7927
2023-01-01 21:10:00,828.197
2023-01-01 21:15:00,832.941
2023-01-01 21:20:00,838.8228
2023-01-01 21:25:00,830.277
2023-01-01 21:30:00,829.7681
2023-01-01 21:35:00,811.6804
2023-01-01 21:40:00,822.7427
2023-01-01 21:45:00,817.3875
2023-01-01 21:50:00,826.7557
2023-01-01 21:55:00,813.528
2023-01-01 22:00:00,807.3174
2023-01-01 22:05:00,806.7027
2023-01-01 22:10:00,798.7512
2023-01-01 22:15:00,811.8427
2023-01-01 22:20:00,779.0028
2023-01-01 22:25:00,778.7078
2023-01-01 22:30:00,763.4867
2023-01-01 22:35:00,762.853
